Years,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,1665100559,,6506229607,2545967253,1211932398,5.92264E+11,75674336283,2.98948E+11,1893726437,,727859259.3,3.98899E+11,2.1826E+11,4446370371,893770806.1,2.58528E+11,2455092582,2804902724,49984559471,15030695297,6183776596,6833220000,4116699437,15222012660,688992450,3130748000,8497545598,8.63723E+11,2817083478,4051147228,376955087.3,4790458837,967338348.7,6.31813E+11,4.48554E+11,2.95045E+11,5945677377,81577430181,1.02904E+12,12612033729,10612847429,6215591270,1949481297,98443739941,370106776,521910560.5,13617405297,30105047881,25736331200,,,10248617647,66807429711,2.23899E+12,514267869.3,322409851.9,1.76992E+11,21672526560,48187747529,1.43303E+12,2.87142E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1722798883,,6152922943,3212119044,1239876305,6.44527E+11,84445473111,2.83523E+11,1845482181,,766200000,3.88608E+11,2.17186E+11,4581246713,808077223.4,2.58159E+11,3676045653,3364819317,51270569884,13627323285,6621010372,7683870000,4685733115,12138486532,732750000,3324433000,8285075872,5.99389E+11,2951822205,4600000000,419035810.5,5484257417,999477510.7,6.76084E+11,4.34738E+11,2.89912E+11,6262740657,75173794497,1.094E+12,12376639823,11198378749,4711259427,2353909564,86186158685,382454989.9,592416703.1,14195623343,31909186899,28364615200,,,10497908306,65173130995,2.1942E+12,536080148.1,331759000,1.77965E+11,22137599984,48640580407,1.57638E+12,3.03924E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1873452514,,9129594819,3480355189,1429049198,7.35685E+11,1.04337E+11,2.84204E+11,1911563665,,826370370.4,4.15223E+11,1.968E+11,5272617196,870486065.9,2.36205E+11,3511248900,2956746304,53369787319,13245833844,9062898936,8076470000,5505887894,12736856828,832050000,3480219000,8397912509,6.55421E+11,3059500000,6001153306,424464089.9,5788329609,914500299.1,7.42295E+11,4.28026E+11,2.72055E+11,6439703435,77860932152,1.21135E+12,10717022463,10083937740,19088046306,3219910550,99886577331,350264287.7,539227277.6,14949514493,34198261849,30565400000,,,9985844486,61828166496,1.94315E+12,551230861.9,333468888.9,1.64159E+11,24305116729,54790233856,1.73775E+12,3.31069E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1920111732,,8936063723,3922099471,1546926174,7.22917E+11,1.03312E+11,2.68697E+11,2118467913,,800481481.5,3.78376E+11,1.97338E+11,5707720391,876794723.1,2.36541E+11,3663017700,3190371050,53991289844,14183497963,8976196809,8317830000,5748993411,12354820144,868350000,3680483000,8141537938,5.59372E+11,3054500000,5601090584,461444513.7,5489608300,931833302.8,7.3638E+11,4.68573E+11,2.78631E+11,6232906290,70979923960,1.3394E+12,11202353585,10371327756,7438189100,2796704577,98211749596,378512003.4,563024383.3,15913363441,35249124487,31682400000,,,10397897086,67808032980,1.94411E+12,572417440.8,340205074.1,1.64791E+11,25601765403,54744725766,1.84879E+12,3.27671E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1941340782,4055179566,15285594828,4348070165,1755910032,7.26833E+11,1.09816E+11,97724004252,2376335048,514000000,814381481.5,3.94649E+11,2.13378E+11,6235856820,825394490.2,2.57158E+11,4174634520,3622350204,54724081491,16402846413,9593510638,8881160000,6651106833,14594249023,925050000,3937228000,7905485216,5.07962E+11,3106500000,5843329108,520849551.5,5438857107,991387870.1,7.57951E+11,5.27958E+11,3.01417E+11,6663669065,69736811435,1.47055E+12,12405208665,11579343088,8728038525,3034251042,97963003805,425964697.4,620974660.2,16504795593,36990581960,33590500000,,,11420227885,82196001051,2.06862E+12,591122039.6,333195185.2,1.78635E+11,27137508655,56760246982,2.0462E+12,3.18121E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2021229050,4515558808,17812705294,5611492283,2361726862,8.2109E+11,1.24346E+11,1.27587E+11,2807061009,527000000,856396296.3,4.66488E+11,2.61696E+11,7276013032,784654423.6,3.17382E+11,5337266688,4740768355,60158929188,21144983552,11074813830,8870090000,8369878823,17827791321,983500000,4186525000,8082364868,5.5832E+11,3209500000,6557333085,604041957.9,7511582173,1139754799,8.92382E+11,6.33714E+11,3.52915E+11,7332244898,75643459840,1.66029E+12,15340993079,14548845765,8937567060,3503723245,94641378693,546885185,813963830.2,17196009811,39545843699,35901200000,,,14547325028,1.0009E+11,2.49613E+12,622044665.5,343310666.7,2.18096E+11,21403167849,67863841333,2.31583E+12,3.53882E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2228491620,5226778809,23552052408,7184681399,2894921778,9.65101E+11,1.47824E+11,1.64658E+11,3576615240,512000000,919729629.6,6.1249E+11,3.00904E+11,8680370408,915257323.4,3.68537E+11,6179176459,5451688868,65108544250,26157894737,13150159574,9055290000,10596205714,23144351852,1051350000,4484703000,8773451739,6.69317E+11,3444500000,7872333215,682523857,8957467707,1270080251,1.0232E+12,7.62523E+11,3.94164E+11,8553643354,99210392858,1.95535E+12,16584164236,17430933517,10297483481,4656975223,1.17082E+11,633706149.3,924318490.8,18528955525,43259576006,38203000000,,,17320552500,1.19814E+11,2.80919E+12,666072101.8,367199111.1,2.51373E+11,22322395369,85325003122,2.68513E+12,4.11492E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2330726257,6209137625,36970918699,8052075642,3159905484,1.18614E+12,1.80617E+11,1.98737E+11,4900469950,503000000,1022962963,6.93408E+11,3.15974E+11,13245716099,1117113046,3.85571E+11,6565043460,6146352742,69442943089,29869283400,15968723404,9836200000,11222953519,30207567317,1102050000,4868136000,9549077869,8.9163E+11,3819500000,9531402848,796938120.2,9918907108,1337362392,1.16936E+12,8.86115E+11,4.08689E+11,8827272727,1.22965E+11,2.28597E+12,17091723906,17944084201,11964484668,6650001214,1.45619E+11,653845122.9,971977088.2,19948261084,48918431749,42643836100,,,18433411267,1.37143E+11,2.8458E+12,708633194.7,364255074.1,2.64467E+11,35777570134,1.03198E+11,3.11013E+12,4.79642E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,2424581006,6971285595,52381006892,8896073938,3456442103,1.406E+12,2.22117E+11,2.32557E+11,6384451606,496000000,1157662963,7.46054E+11,3.35999E+11,20982986344,1273375020,4.07918E+11,7027863025,6547420134,71819083684,34379808889,18504760638,10167250000,12864610994,36954312354,1210150000,6144000000,11451869165,1.10764E+12,4217500000,11470703002,874989895.6,10137883299,1460561215,1.31542E+12,1.00219E+12,4.30921E+11,9676172953,1.54788E+11,2.75213E+12,17816714954,19356046328,14451902468,8072305415,1.61619E+11,698431827.7,1107891063,22602721765,55670905492,52742800000,,4200439499,20072786351,1.56264E+11,2.9922E+12,768873684,390250148.1,2.82885E+11,37879869898,1.17027E+11,3.74563E+12,5.4842E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,2615083799,9747879532,65266452081,10677321490,3952600602,1.63931E+12,2.57916E+11,2.87531E+11,9206301700,520000000,1312759259,8.531E+11,3.88691E+11,33050343783,1356199365,4.70324E+11,8158257572,7625723124,79611888213,44405101470,21730000000,10618340000,15778767670,45277399814,1271600000,6767000000,13120183157,1.39708E+12,4674000000,12247694247,1168308517,10939053365,1697565949,1.46498E+12,1.26585E+12,4.79913E+11,11514605842,1.73606E+11,3.55034E+12,20370544322,22365265026,16737071816,8782703767,2.06182E+11,795673128.5,1513933983,26743972564,61875372966,58603900000,,4466438823,23968764030,1.90184E+11,3.42123E+12,847918929.1,421375851.9,3.19423E+11,43965420071,1.34846E+11,4.73529E+12,6.50365E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2745251397,10109225814,88538611205,12881354104,4085630584,2.08097E+12,3.15475E+11,3.61558E+11,11662040714,563000000,1370070370,1.054E+12,4.30294E+11,48852482960,1611835902,5.15224E+11,9748276762,9451436359,91631278239,54438966420,25710904255,10526000000,19112739664,60763483146,1351350000,6980000000,16674324634,1.69582E+12,4785000000,14393099069,1227808791,10945070442,1985240986,1.54913E+12,1.5315E+12,5.54363E+11,,1.79638E+11,4.59431E+12,24322959641,26409781215,19788515874,11649858744,2.42187E+11,915659192.8,1789333749,30612927059,70340127758,60806300000,,4586114070,27844698989,2.36816E+11,3.73003E+12,999105339.3,458190185.2,3.53361E+11,48122547177,1.71008E+11,5.99076E+12,7.33317E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,2498882682,12439087077,70307163678,12044223353,3674409558,1.79574E+12,2.53547E+11,3.32976E+11,8647936748,678000000,1228329630,9.27805E+11,4.00172E+11,44291490421,1781455092,4.81346E+11,9699586794,9450697336,1.02478E+11,52023504656,22938218085,9981960000,17613836210,50874078052,1317300000,6656000000,17339992165,1.66702E+12,4465500000,10732366286,1234014292,10267133178,2059094048,1.37115E+12,1.28952E+12,5.41507E+11,,1.72389E+11,5.1017E+12,24375209178,26017925552,18648373312,9723300391,2.32398E+11,905341090.6,1711817182,30562361123,59411430651,62080000000,,4281868766,25945391775,2.07434E+11,3.39779E+12,1049110685,489074333.3,3.21241E+11,48261033297,1.37206E+11,6.49616E+12,7.05924E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2390502793,15856574731,83799496611,11926928506,3449966857,2.10333E+12,2.89787E+11,4.23627E+11,9260284938,576000000,1148700000,1.14614E+12,3.91893E+11,52902703376,2032135247,4.80952E+11,9535344283,10109618964,1.15279E+11,50381825504,25713271277,10095760000,17176781337,57222490769,1377200000,6634526000,19649631314,2.20887E+12,4530000000,13707370737,1547991318,12786654498,2142591376,1.61346E+12,1.31661E+12,5.83783E+11,,2.18538E+11,6.08716E+12,24908781285,26169323293,21565720044,13148395202,2.86563E+11,907978723.5,1664310770,37268614024,64524470198,64328000000,,4156990816,25732432719,2.0907E+11,3.39635E+12,1128611700,493825925.9,3.21995E+11,53860175557,1.61155E+11,7.87477E+12,8.57507E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2549720670,17804292964,1.1179E+11,12890765324,3629203786,2.49403E+12,3.50666E+11,5.30163E+11,10142111334,574000000,1137637037,1.39665E+12,4.3112E+11,65951627200,2235820868,5.22646E+11,10693321954,12080296644,1.28638E+11,57386216850,28776595745,10070450000,18644723861,61757788945,1460800000,6312691000,23963033431,2.6162E+12,4657500000,18525319978,1777101317,15351972361,2437982840,1.78865E+12,1.44911E+12,6.9958E+11,,2.52252E+11,7.5515E+12,25414875503,29375448542,25839749199,15655384440,3.34944E+11,1023086184,1865915544,42262697840,69668274256,68990000000,3038699609,4186223865,27565469098,2.29563E+11,3.74441E+12,1239144502,501025925.9,3.44003E+11,58029750744,2.00254E+11,9.62027E+12,9.61382E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2534636872,20001598506,1.28053E+11,12319830252,3188808943,2.7735E+12,3.74591E+11,5.45982E+11,10619320049,644000000,1199948148,1.54615E+12,4.09425E+11,69683935845,2333308099,4.96181E+11,11141358945,12561016091,1.33356E+11,54033250329,30749308511,10720500000,17226849297,65685102555,1522900000,6378188000,27084497483,2.46519E+12,4610000000,19047940301,1781281282,14380004175,2510126699,1.82869E+12,1.35269E+12,6.68044E+11,,2.67122E+11,8.53223E+12,26789047555,29102772799,29306235826,17692912613,3.70921E+11,1015843369,1741809809,46473128286,72051118642,73141000000,3131096089,4291158968,24978513427,2.08858E+11,3.52734E+12,1353632942,485996296.3,3.27149E+11,60681537195,2.09021E+11,1.07276E+13,1.00816E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2701675978,20561069558,1.3671E+11,12776217195,3193704343,2.85637E+12,3.90108E+11,5.52025E+11,11121465767,641000000,1181448148,1.57618E+12,4.30069E+11,74164435946,2451625333,5.21643E+11,12517845732,13444301139,1.4999E+11,55615397666,32539468085,10568400000,18178503835,75527984234,1579400000,6465756000,30659338880,2.47281E+12,4677000000,18093829923,1756215665,14901750991,1691544192,1.84721E+12,1.42219E+12,6.88504E+11,,2.78384E+11,9.57041E+12,31273074528,32357345501,32679745298,17958721572,3.82116E+11,1116224161,1850470042,49745088112,73417589878,77148000000,3147616201,4405954696,23900872626,2.11686E+11,3.73274E+12,2042817163,498296296.3,3.43584E+11,62682163838,2.09724E+11,1.18356E+13,1.02598E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2765363128,20484885120,1.45712E+11,13228144008,3271808157,2.89439E+12,4.03137E+11,5.2632E+11,11609512940,642000000,1249733333,1.46748E+12,4.41996E+11,75244294275,2705783272,5.34678E+11,13284528654,13943016924,1.72885E+11,56901994980,33387712766,11111600000,18558343508,78813839984,1662800000,6413988000,32996188013,2.45599E+12,4696500000,17098342541,1907090813,16250781587,1894813505,1.80353E+12,1.4649E+12,7.09183E+11,,2.60542E+11,1.04757E+13,35363533866,34989493826,35909040266,17783526318,3.81112E+11,1149587652,1859898513,50577769838,74433668499,80656000000,3158406034,4563017852,23156850007,2.09359E+11,3.88392E+12,2214681574,520207407.4,3.52994E+11,67179914026,2.1386E+11,1.27616E+13,1.06205E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2919553073,19907111419,1.16194E+11,11386846319,2789870188,2.53472E+12,3.58135E+11,5.94749E+11,10553337673,661000000,1336692593,1.35169E+12,3.81818E+11,53074370486,3104394858,4.6215E+11,11388160958,11832159276,1.95079E+11,50647442757,31050638298,11710800000,16211541820,56454734397,1723800000,6654541000,33000198248,1.80221E+12,4715000000,12930394938,2003598213,14420593484,1695825708,1.55613E+12,1.29209E+12,6.79832E+11,,2.43919E+11,1.10616E+13,45814637971,30928653814,37917704900,11953249530,2.93482E+11,966029542,1596800287,54775994479,72828471571,87133000000,3151910782,4708336756,19842404305,1.88033E+11,3.35624E+12,2430287967,540737037,3.02673E+11,71164825258,1.66361E+11,1.32946E+13,1.03116E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2965921788,18017749074,1.01124E+11,11861200797,2896679212,2.46944E+12,3.57045E+11,5.57531E+11,10546135160,652000000,1436585185,1.20885E+12,3.95569E+11,37867518957,2959640987,4.7574E+11,11821066153,12833363370,2.21415E+11,53806894796,32234973404,11928500000,16913330694,47722657821,1775100000,6899911000,33941126200,1.7957E+12,4830000000,11400854268,2158972129,15646354089,1825018191,1.52824E+12,1.32063E+12,6.71309E+11,,2.5044E+11,1.12333E+13,47964234560,32643697596,37134799975,10335424288,2.82825E+11,1012835518,1662998678,57157992434,69191343076,91370000000,3122287933,4909498943,20953442550,1.96272E+11,3.4675E+12,2603554907,576229629.6,3.13116E+11,75704720190,1.59995E+11,1.35758E+13,1.05504E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
